iter,ats,url,category,field_type,is_required,label
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,other,text,0,"(Optional) Personal Preferences"
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,portfolio_url,text,0,"Website"
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,work_mode,text,1,"Are you open to working in-person in one of our offices 25% of the time?*"
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,no_label,text,1,""
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,start_date,text,0,"When is the earliest you would want to start working with us?"
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,other,text,0,"Do you have any deadlines or timeline considerations we should be aware of?"
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,consent_checkbox,text,1,"AI Policy for Application*"
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,no_label,text,1,""
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,other,textarea,1,"Why Anthropic?*"
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,work_authorization,text,1,"Do you require visa sponsorship? *"
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,no_label,text,1,""
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,work_authorization,text,1,"Will you now or will you in the future require employment visa sponsorship to work in the country in which the job you're applying for is located? *"
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,no_label,text,1,""
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,other,textarea,0,"Additional Information"
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,linkedin_url,text,0,"LinkedIn Profile"
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,relocation,text,1,"Are you open to relocation for this role? *"
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,no_label,text,1,""
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,relocation,text,0,"What is the address from which you plan on working? If you would need to relocate; please type "relocating"."
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,other,text,1,"Have you ever interviewed at Anthropic before?*"
22,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5076929008,no_label,text,1,""
23,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5023394008,location,text,0,"Country"
23,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5023394008,other,search,0,"Search"
23,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5023394008,other,text,1,"Please note that you will not be considered unless you complete the Constellation application form. *"
23,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5023394008,no_label,text,1,""
24,greenhouse,https://job-boards.greenhouse.io/scaleai/jobs/4631613005,location,text,0,"Country"
24,greenhouse,https://job-boards.greenhouse.io/scaleai/jobs/4631613005,other,search,0,"Search"
24,greenhouse,https://job-boards.greenhouse.io/scaleai/jobs/4631613005,file_upload,file,0,"Attach"
24,greenhouse,https://job-boards.greenhouse.io/scaleai/jobs/4631613005,portfolio_url,text,0,"Website"
24,greenhouse,https://job-boards.greenhouse.io/scaleai/jobs/4631613005,work_mode,text,0,"Are you open to working in person in our London office 2-3 times a week?"
24,greenhouse,https://job-boards.greenhouse.io/scaleai/jobs/4631613005,consent_checkbox,text,1,"Are you currently bound by any agreements with a current or former employer that may restrict your ability to work for Scale AI or perform the duties of the position for which you are applying?  This "
24,greenhouse,https://job-boards.greenhouse.io/scaleai/jobs/4631613005,no_label,text,1,""
24,greenhouse,https://job-boards.greenhouse.io/scaleai/jobs/4631613005,other,text,0,"If yes; please provide further explanation below."
24,greenhouse,https://job-boards.greenhouse.io/scaleai/jobs/4631613005,work_authorization,text,1,"Are you legally authorized to work in the country where the job is located?*"
24,greenhouse,https://job-boards.greenhouse.io/scaleai/jobs/4631613005,work_authorization,text,1,"Will you now or in the future require company sponsorship to retain or extend your work authorization in the country where the job is located?*"
24,greenhouse,https://job-boards.greenhouse.io/scaleai/jobs/4631613005,no_label,text,1,""
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,location,text,0,"Country"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,other,search,0,"Search"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,phone,tel,0,"Phone"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,file_upload,file,0,"Attach"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,other,text,0,"(Optional) Personal Preferences"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,portfolio_url,text,0,"Website"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,work_mode,text,1,"Are you open to working in-person in one of our offices 25% of the time?*"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,no_label,text,1,""
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,start_date,text,0,"When is the earliest you would want to start working with us?"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,other,text,0,"Do you have any deadlines or timeline considerations we should be aware of?"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,consent_checkbox,text,1,"AI Policy for Application*"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,no_label,text,1,""
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,other,textarea,1,"Why Anthropic?*"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,work_authorization,text,1,"Do you require visa sponsorship?*"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,no_label,text,1,""
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,work_authorization,text,1,"Will you now or will you in the future require employment visa sponsorship to work in the country in which the job you're applying for is located? *"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,no_label,text,1,""
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,other,textarea,0,"Additional Information"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,linkedin_url,text,0,"LinkedIn Profile"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,relocation,text,1,"Are you open to relocation for this role? *"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,no_label,text,1,""
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,relocation,text,0,"What is the address from which you plan on working? If you would need to relocate; please type "relocating"."
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,other,text,1,"Have you ever interviewed at Anthropic before?*"
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,no_label,text,1,""
25,greenhouse,https://job-boards.greenhouse.io/anthropic/jobs/5161980008,other,text,0,"Do you speak fluent French?"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,name_first,text,1,"Last Name*"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,email,text,1,"Email*"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,location,text,1,"Country*"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,no_label,text,1,""
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,other,search,0,"Search"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,phone,tel,1,"Phone*"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,location,text,1,"Location (City)*"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,no_label,text,1,""
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,file_upload,file,0,"Attach"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,linkedin_url,text,0,"LinkedIn Profile"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,portfolio_url,text,0,"Other Website"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,freeform_motivation,textarea,1,"Why do you want to join Figma?*"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,demographics,text,0,"Pronouns"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,other,textarea,0,"Additional Information"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,other,text,1,"From where do you intend to work? *"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,referral,text,0,"Preferred First Name"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,work_authorization,text,1,"Are you authorized to work in the country for which you applied? *"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,no_label,text,1,""
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,other,text,1,"Have you ever worked for Figma before; as an employee or a contractor/consultant? *"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,no_label,text,1,""
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,demographics,text,0,"Gender"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,other,text,0,"Are you Hispanic/Latino?"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,demographics,text,0,"Veteran Status"
26,greenhouse,https://job-boards.greenhouse.io/figma/jobs/5822886004?gh_jid=5822886004,demographics,text,0,"Disability Status"
27,greenhouse,https://boards.greenhouse.io/cloudflare/jobs/7480799?gh_jid=7480799,location,text,1,"Country*"
27,greenhouse,https://boards.greenhouse.io/cloudflare/jobs/7480799?gh_jid=7480799,other,search,0,"Search"
27,greenhouse,https://boards.greenhouse.io/cloudflare/jobs/7480799?gh_jid=7480799,no_label,text,1,""
27,greenhouse,https://boards.greenhouse.io/cloudflare/jobs/7480799?gh_jid=7480799,file_upload,file,0,"Attach"
27,greenhouse,https://boards.greenhouse.io/cloudflare/jobs/7480799?gh_jid=7480799,file_upload,file,0,"Attach"
27,greenhouse,https://boards.greenhouse.io/cloudflare/jobs/7480799?gh_jid=7480799,linkedin_url,text,0,"Would you like to include your LinkedIn profile; personal website or blog?"
27,greenhouse,https://boards.greenhouse.io/cloudflare/jobs/7480799?gh_jid=7480799,referral_source,text,1,"How did you hear about this job?*"
27,greenhouse,https://boards.greenhouse.io/cloudflare/jobs/7480799?gh_jid=7480799,work_authorization,text,1,"Do you now or will you in the future require immigration sponsorship to work at Cloudflare?*"
27,greenhouse,https://boards.greenhouse.io/cloudflare/jobs/7480799?gh_jid=7480799,no_label,text,1,""
